mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,chroma_stftmean,chroma_stftvar,chroma_cqtmean,chroma_cqtvar,chroma_censmean,chroma_censvar,melspectrogrammean,melspectrogramvar,rmsmean,rmsvar,spectral_centroidmean,spectral_centroidvar,spectral_bandwidthmean,spectral_bandwidthvar,spectral_contrastmean,spectral_contrastvar,spectral_rolloffmean,spectral_rolloffvar,file_name,genre
-173.81045532226562,137.17355346679688,-23.72303009033203,26.979677200317383,-16.67521095275879,4.194730281829834,-12.57178783416748,5.851668834686279,-2.876950263977051,-1.1783808469772339,-1.9682401418685913,1.8011796474456787,-3.0069501399993896,-1.866949200630188,-0.7912433743476868,-3.0062358379364014,-0.4307296872138977,-1.9965144395828247,-0.7501041889190674,-5.006965637207031,0.30396983,0.09469686,0.45101157,0.06904057,0.2557932,0.017903155,6.661311,4628.7188,0.14278811,0.009196652,1410.0234233871572,205639.17028948257,1512.3046546445703,145026.06084901487,21.087697405529322,67.83339038122809,2765.967419971723,1427723.4149127428,blues.00010.wav,blues
-287.931884765625,124.01078033447266,5.467447757720947,33.66307067871094,1.091653823852539,14.703699111938477,-4.881141662597656,8.668891906738281,0.7843313813209534,6.576079845428467,-4.8758158683776855,-3.1767611503601074,-5.538258075714111,-6.779148101806641,-2.6465134620666504,-2.9903202056884766,-3.3829944133758545,-1.8589837551116943,1.8391859531402588,-4.891355037689209,0.36588737,0.10200271,0.31639084,0.07626859,0.21994095,0.034959313,1.6110626,404.25354,0.06570574,0.002499327,1352.7427099786896,511953.35535614414,1756.8820972445817,220316.5829308348,20.797729162876443,53.89880321571157,2880.9110920279873,2932944.116679484,blues.00011.wav,blues
-207.23829650878906,132.82740783691406,-15.454079627990723,60.98097229003906,0.7190261483192444,12.461328506469727,1.163385033607483,-1.5329197645187378,-17.895849227905273,8.360363006591797,-2.459650993347168,-0.5846391320228577,0.3722643554210663,2.5984127521514893,-5.186428070068359,-9.530309677124023,-9.237473487854004,-2.8471038341522217,-1.4193835258483887,-5.933352947235107,0.26933804,0.0939012,0.41916895,0.070472084,0.25210565,0.019776082,3.9477363,1467.9072,0.118989594,0.004055326,1360.685601396563,257080.63359460744,1567.2994687681546,44995.603798173855,22.12638856863354,45.42465600907778,2738.8302548578886,953044.8055650127,blues.00012.wav,blues
-209.80392456054688,124.46475982666016,10.309393882751465,47.016357421875,6.478227138519287,15.415120124816895,-2.015941619873047,6.7262187004089355,-21.543222427368164,10.720834732055664,-5.532846450805664,-2.195727586746216,-3.0491857528686523,8.643511772155762,-0.3070129156112671,-0.6329177618026733,-2.933558702468872,-1.706299066543579,-1.767315149307251,-7.755138874053955,0.26491037,0.091197476,0.46815097,0.06817012,0.254881,0.01836902,3.943913,2268.546,0.113129914,0.00419274,1324.5278253934111,171556.8842737505,1827.8501317079445,78336.96974358366,21.4102430845934,50.83942935600163,2711.4849187935033,1076354.55766458,blues.00013.wav,blues
-305.66436767578125,113.0710220336914,12.10733413696289,45.05219650268555,17.734384536743164,14.590070724487305,4.147995948791504,0.2263115644454956,-7.021586894989014,13.646476745605469,8.914210319519043,1.3037985563278198,5.954978942871094,8.54747200012207,1.1196221113204956,0.5982413291931152,0.0608426108956337,-3.7137508392333984,-0.9935343265533447,-1.8043831586837769,0.32889304,0.10805751,0.46558845,0.070096605,0.25312525,0.019260954,1.4870899,327.9077,0.066998236,0.0027116744,1171.9674317528452,147268.4565220017,1705.3701298880749,96499.73883631302,21.619815665242307,42.58124997253061,2344.9874700913574,877107.628571067,blues.00014.wav,blues
-238.51962280273438,120.10218811035156,-4.22194766998291,42.294593811035156,5.923821926116943,13.911397933959961,5.350523948669434,1.8952674865722656,-16.928089141845703,12.343145370483398,3.938899517059326,-1.3966829776763916,0.0130277955904603,3.585257053375244,-4.500638961791992,-5.539845943450928,-6.884509563446045,-4.824553966522217,1.7439974546432495,-1.8783105611801147,0.26973152,0.09497305,0.46783966,0.06726111,0.26032367,0.015564919,1.953257,568.64026,0.0806058,0.0028306316,1420.4385715704166,199934.3830514022,1731.176852821169,81312.15275854491,21.359252662740136,44.75323935477041,2930.239280470563,699900.4201592532,blues.00015.wav,blues
-233.77281188964844,120.66433715820312,-3.164092540740967,39.514827728271484,3.83152437210083,18.828155517578125,-3.6787381172180176,4.4254679679870605,-14.96492862701416,17.57147789001465,1.8461248874664307,2.550088405609131,-1.2302392721176147,8.437055587768555,-0.20024774968624115,-3.89082932472229,-4.456135272979736,0.01100073754787445,1.2948039770126343,-2.098461866378784,0.30818358,0.10034819,0.51352715,0.063222095,0.27190405,0.009401523,1.9273266,294.72607,0.081422575,0.0026397062,1455.0726343996485,152296.7900649236,1826.0433386098866,116760.58261930339,21.055610627367603,50.101822395225334,3010.010388721723,1010269.4971195218,blues.00016.wav,blues
-245.6872100830078,140.4812469482422,-2.7912185192108154,60.40451431274414,18.903512954711914,9.828393936157227,3.563823938369751,0.5228625535964966,-16.378488540649414,6.6293535232543945,7.258424282073975,-4.02123498916626,1.6011250019073486,5.8965744972229,-3.01721453666687,-4.775692462921143,-3.0362884998321533,-1.9979146718978882,-0.04957164078950882,-3.961829423904419,0.30222705,0.0934117,0.47878507,0.06268014,0.26321018,0.01405373,2.4110172,507.2251,0.09327623,0.0021507663,1089.0053437267554,231672.89148045122,1411.0016369489492,69763.92695661333,21.7152720551528,40.412832532033896,2135.41761075261,1081577.235108431,blues.00017.wav,blues
-252.48178100585938,104.94515991210938,15.296442985534668,42.68783950805664,6.77045202255249,21.611764907836914,-1.31117844581604,5.681745529174805,-16.636873245239258,12.169349670410156,-1.9619532823562622,1.9602652788162231,-0.8982277512550354,7.762360572814941,2.3758621215820312,1.7791144847869873,1.3305402994155884,3.61505126953125,4.906599521636963,-2.6610512733459473,0.2700689,0.09770418,0.4644744,0.076442756,0.25094646,0.020359205,2.0942543,1023.8667,0.07967066,0.0029557564,1537.49138675598,193154.17271776198,2053.9654116157853,145508.38953144496,21.712152057826955,55.032958645532275,3495.331815998405,1828303.2046714216,blues.00018.wav,blues
-236.67947387695312,138.4055938720703,-4.930479526519775,47.65449905395508,5.15785026550293,8.887805938720703,0.48740580677986145,-3.788341999053955,-14.984867095947266,10.428945541381836,-0.3413844108581543,0.7833589911460876,1.780983805656433,4.229559421539307,-0.4747692048549652,-6.104543209075928,-5.3946428298950195,-1.3449989557266235,-3.7254629135131836,-4.3737101554870605,0.2574455,0.096038796,0.44435745,0.064121775,0.2635018,0.013900136,2.5643117,525.36383,0.09761591,0.0025772466,1195.4981307417586,249540.7828286062,1481.0226382418614,46878.31181002753,21.48142241197317,42.44689515701703,2235.6144526718385,1207900.6401911664,blues.00019.wav,blues
-230.36378479003906,127.07772827148438,7.114696025848389,39.76705551147461,1.9217216968536377,17.410606384277344,-5.626917839050293,8.2406644821167,-18.116043090820312,13.844724655151367,-3.757110834121704,2.5798490047454834,-4.316714286804199,6.797995090484619,-6.167014122009277,-6.200633525848389,-4.501896381378174,-1.8255953788757324,-0.5159098505973816,1.5071842670440674,0.30268323,0.09436195,0.50135934,0.06150715,0.26644418,0.012340822,1.7910357,353.7891,0.07542555,0.002492628,1390.3828144597217,103083.25105909246,1911.2183779596783,88690.5686716061,20.07031105343551,51.721017676947646,3006.1467358794953,945931.9719751858,blues.00020.wav,blues
-264.6712646484375,138.85433959960938,11.167329788208008,48.52392578125,14.904312133789062,20.586437225341797,3.206176280975342,1.2635797262191772,-15.839372634887695,15.975111961364746,3.35821795463562,-1.5066410303115845,1.896920919418335,6.313499450683594,-0.9959838390350342,-2.4147837162017822,-3.679157257080078,0.4992716908454895,5.044060230255127,-0.7863168120384216,0.32131013,0.10331619,0.40769032,0.071207605,0.23993233,0.025765812,2.8455658,558.0031,0.1010843,0.0032309708,1046.7751265628158,291445.5028508076,1481.055846630085,70296.72479551569,22.144524133980557,41.889163258283595,1831.2215641313805,1348269.1287348608,blues.00021.wav,blues
-233.96311950683594,136.14453125,3.306636095046997,48.930625915527344,8.705183982849121,13.989510536193848,5.362715721130371,0.41018909215927124,-13.483556747436523,16.860368728637695,5.134751796722412,-2.230726957321167,3.9538214206695557,5.3132123947143555,0.8079429864883423,-1.100390076637268,-4.539631366729736,-2.4259493350982666,3.3244359493255615,-0.6058455109596252,0.3066106,0.09801272,0.44063482,0.06776623,0.25164506,0.020008096,3.4458032,860.96594,0.113379315,0.00368752,1155.8692569677266,314152.7441398855,1497.9367164922812,59092.069989695716,22.28346834990108,46.11483125554342,2169.63258818518,1331329.4290102238,blues.00022.wav,blues
-227.25579833984375,137.7651824951172,-14.502317428588867,63.57535934448242,5.601748466491699,11.988768577575684,1.8891488313674927,-1.870935320854187,-7.618035793304443,-2.4516420364379883,-2.898021697998047,-9.43382453918457,-10.939208030700684,3.563646078109741,4.152738094329834,0.09471209347248077,-2.98022723197937,-1.3866448402404785,7.53489351272583,-3.0437848567962646,0.28080696,0.091172345,0.3896103,0.07124372,0.24089451,0.025303172,2.954381,435.8633,0.1019351,0.003558167,1210.1413909563544,131835.5422071378,1497.6767028462984,51645.13855462,21.831997995925764,37.5547546604408,2521.9827390878772,610051.874210673,blues.00023.wav,blues
-274.3768310546875,130.40737915039062,-6.357468128204346,70.38822174072266,13.26966381072998,9.472180366516113,7.733089447021484,-1.2365491390228271,-0.57098788022995,-2.2971627712249756,3.7794153690338135,0.08548226207494736,-0.9368571043014526,2.296841859817505,4.289633750915527,-1.6617896556854248,-10.43904972076416,-6.793425559997559,-1.0635625123977661,-1.5890816450119019,0.26306966,0.09996889,0.3613686,0.07890259,0.22460654,0.03288523,2.1942303,357.33374,0.08692267,0.0025121507,1120.1665690448087,176332.3092267213,1448.1227682080862,53858.88080667698,21.713855706677183,35.8282204324308,2324.212009226363,1139225.1880237283,blues.00024.wav,blues
-249.31532287597656,131.00030517578125,0.6778697371482849,66.70415496826172,17.911272048950195,4.623277187347412,6.603808879852295,1.2421156167984009,1.4099408388137817,-1.5849275588989258,-0.9725385904312134,-3.572615385055542,-2.9297995567321777,4.596161365509033,7.480731010437012,-0.19306443631649017,-2.825915575027466,-2.682955265045166,0.7411384582519531,-0.5292366743087769,0.29094827,0.09106455,0.40617076,0.06282746,0.24894062,0.021361897,2.4099586,1079.0111,0.0891659,0.0031143294,1109.3207632048684,138690.1460968939,1463.110786018259,37662.21020221467,21.024439016154517,39.65062567969513,2243.3167778422276,838253.6529387314,blues.00025.wav,blues
-284.64056396484375,108.80130767822266,9.085323333740234,51.198055267333984,18.0718936920166,7.602153301239014,8.755716323852539,2.354090452194214,0.0033667993266135454,2.2484962940216064,4.199124336242676,-3.283062696456909,1.6176822185516357,2.679471969604492,3.343794822692871,3.2793772220611572,-4.533182621002197,0.48806825280189514,5.921496391296387,3.2215704917907715,0.27857408,0.09503724,0.36791387,0.075658984,0.22663242,0.031971082,2.666983,5133.1,0.07705383,0.005932036,1198.8570181145512,161946.55516835663,1573.3099536449588,84086.36735803384,21.95186306026403,38.87204600834181,2478.8330644576567,992995.9729777103,blues.00026.wav,blues
-228.2098388671875,130.3231658935547,-23.311424255371094,70.20094299316406,1.1310546398162842,7.5844268798828125,0.9005107283592224,1.9828155040740967,-6.16441535949707,-9.382747650146484,-2.5637800693511963,-4.525752544403076,-0.2604644000530243,0.17552171647548676,-1.522911787033081,1.466407299041748,-6.979135036468506,-8.328393936157227,4.236806392669678,0.9886390566825867,0.28868246,0.094142154,0.33357194,0.075597286,0.22188827,0.03409893,2.3659081,325.13263,0.09575479,0.0021936449,1392.0263573819868,200436.55195545626,1494.877563994314,43463.63178609582,23.022582336859806,34.43374791618005,2811.740048578886,541255.423663085,blues.00027.wav,blues
-248.9888153076172,139.0577392578125,-16.270870208740234,57.13714599609375,20.188507080078125,10.186957359313965,4.542910575866699,0.3310721814632416,-7.874578475952148,-3.45457124710083,-2.6574361324310303,-2.8329577445983887,-0.9046584367752075,-2.409325122833252,2.5699362754821777,-5.852056503295898,-12.40483283996582,-7.313380718231201,-0.9378717541694641,-2.686725378036499,0.27611074,0.09884967,0.38095513,0.0759472,0.23560093,0.027825536,2.9700665,667.68274,0.099547915,0.00410349,1115.589479556315,105511.5507801603,1398.7226588043538,52841.20609156983,21.399152131179136,38.29800796882202,2290.6881593496228,637990.4068159218,blues.00028.wav,blues
-233.72897338867188,101.19027709960938,17.647951126098633,23.734174728393555,2.0825440883636475,25.936399459838867,-16.956388473510742,15.084955215454102,-22.273956298828125,4.3816118240356445,-23.201656341552734,-6.05057954788208,-5.067928314208984,1.0592706203460693,-5.786865711212158,-8.313064575195312,-11.382149696350098,-6.724381446838379,-10.016952514648438,-14.028804779052734,0.28052026,0.105663024,0.33968982,0.08214959,0.2263132,0.032115664,4.779098,1975.1982,0.124684155,0.004813125,1648.8848320568998,712191.5513865657,2190.046420814181,185210.71185276765,26.449739551098357,79.12344513726512,3760.300128697796,4159729.928493348,blues.00029.wav,blues
-206.9323272705078,117.80413818359375,23.241365432739258,28.308992385864258,-1.126013159751892,18.867393493652344,-21.973020553588867,17.844066619873047,-25.595348358154297,2.1395230293273926,-17.7824764251709,-8.011028289794922,-17.610441207885742,-8.11941146850586,-8.629655838012695,-15.530964851379395,-15.32277774810791,-9.662424087524414,-10.09196949005127,-17.832164764404297,0.26335758,0.09444161,0.30717152,0.08437989,0.21459468,0.037282463,7.563254,3485.561,0.17000204,0.003192832,1379.023680302829,550970.5458083973,2003.731133433046,269583.57273899525,26.842612189703974,74.38193021927549,3015.6143507105567,4573708.286561982,blues.00030.wav,blues
-221.87301635742188,110.85540008544922,18.63608169555664,30.92296028137207,3.296436071395874,22.585636138916016,-20.403690338134766,12.121832847595215,-26.3325138092041,-4.367300987243652,-26.395551681518555,-13.047178268432617,-12.66762638092041,-1.8228294849395752,-7.255052089691162,-6.65747594833374,-14.686025619506836,-11.71232795715332,-11.020865440368652,-13.389479637145996,0.2537176,0.09932378,0.27951747,0.082234494,0.2001255,0.04328312,6.1685324,2273.536,0.15147567,0.0031959515,1330.6062681196108,352248.06818780815,1973.2623612880411,234481.19127184057,27.926870945317354,68.49763532407324,2898.630603338892,3709897.5074145617,blues.00031.wav,blues
-288.7326965332031,105.90115356445312,18.776206970214844,23.682645797729492,5.682040691375732,25.548940658569336,-13.463247299194336,12.437667846679688,-11.963669776916504,1.5746146440505981,-15.640524864196777,-6.632071018218994,-11.693038940429688,-2.9267630577087402,-7.375716209411621,-15.693880081176758,-10.976882934570312,-10.892727851867676,-18.50538444519043,-19.10454750061035,0.2761858,0.097387545,0.24966566,0.08825333,0.19170141,0.046583895,3.3360693,1012.94324,0.10122466,0.003938625,1309.7746511778676,756135.7535281255,1883.2581499910957,284221.8171462375,26.981117528082606,67.07443127640012,2765.2346582257833,4686832.922203278,blues.00032.wav,blues
-238.96987915039062,108.68231964111328,34.1588134765625,30.20716094970703,-0.49822142720222473,27.279754638671875,-21.377927780151367,14.166391372680664,-24.50922393798828,-1.8904002904891968,-28.051816940307617,-11.257109642028809,-16.457557678222656,-7.635430335998535,-12.788068771362305,-15.356443405151367,-13.739163398742676,-7.400485992431641,-10.083454132080078,-13.290666580200195,0.26077786,0.09484193,0.2721925,0.078892365,0.20339492,0.04196384,4.706617,1256.1301,0.13316597,0.0022518064,1430.6028401168035,700821.2373557508,2075.718550228657,275165.24579554406,27.157653995893888,73.4418974880078,3246.1678418648494,5567256.17164315,blues.00033.wav,blues
-217.1836395263672,105.78521728515625,15.602848052978516,25.248842239379883,-1.4500508308410645,30.193269729614258,-17.71662139892578,17.319042205810547,-27.213605880737305,4.338282108306885,-20.057300567626953,-10.700284957885742,-14.228784561157227,-5.155775547027588,-3.4822616577148438,-6.194967746734619,-15.323163986206055,-6.8316144943237305,-9.825100898742676,-13.942625045776367,0.26217148,0.099051096,0.3293152,0.08218679,0.22486193,0.032770447,5.065037,1401.2388,0.13590334,0.003225207,1537.076162207255,341041.8687667194,2157.297066703824,160985.27807718908,26.878570738842356,74.50039847514587,3602.40662612384,3714496.0696090115,blues.00034.wav,blues
-171.79478454589844,120.28173065185547,15.331754684448242,21.09431266784668,-5.395443439483643,24.185543060302734,-24.13084602355957,18.545135498046875,-22.34292221069336,1.3107386827468872,-20.765268325805664,-4.991692066192627,-17.108125686645508,-7.874076843261719,-15.293675422668457,-9.349586486816406,-8.917146682739258,-8.521505355834961,-14.33261775970459,-19.92835235595703,0.28827715,0.09654413,0.40196738,0.07980447,0.24147005,0.025025547,7.8433022,2816.9495,0.1732646,0.0033394534,1507.1579852132668,413919.5156856251,2096.930874321468,246926.3937972454,26.8746098480113,71.85079880442404,3405.5518484447507,4181763.713716291,blues.00035.wav,blues
-200.1853790283203,116.34859466552734,17.990737915039062,25.287694931030273,0.28717073798179626,24.19377326965332,-22.253931045532227,11.182933807373047,-26.854318618774414,-7.637254238128662,-24.876745223999023,-12.010828971862793,-17.02494239807129,-8.125702857971191,-11.956620216369629,-12.614474296569824,-14.187261581420898,-8.208076477050781,-15.015216827392578,-10.310197830200195,0.23332669,0.094940506,0.27977055,0.08094162,0.2057403,0.041004255,10.354468,6083.504,0.19766894,0.0047199335,1247.5800476882744,263742.90501591907,1907.821245304643,194376.86169536723,27.356839177524158,71.03529999351632,2621.496780289298,3024858.104095273,blues.00036.wav,blues
-328.5601806640625,102.7098159790039,19.872596740722656,26.714405059814453,7.152065753936768,22.70838737487793,-6.957088470458984,12.78970718383789,-10.729283332824707,-0.44259920716285706,-12.386710166931152,-8.909131050109863,-9.215008735656738,-9.08768367767334,-8.995918273925781,-7.650511264801025,-7.210644245147705,-9.389374732971191,-4.480266094207764,-3.6713595390319824,0.24866746,0.09798514,0.31984898,0.083698966,0.21751317,0.036021356,1.6198156,427.1509,0.06915838,0.0022311027,1188.4732077014146,369609.13643338927,1683.0974004989187,200320.13160791516,26.605172253400212,58.083907186903055,2339.8331573557134,2993475.5049751215,blues.00037.wav,blues
-192.69032287597656,111.15748596191406,21.351842880249023,26.396648406982422,-0.6495013236999512,23.48704719543457,-25.476696014404297,16.921979904174805,-16.97193145751953,5.785404205322266,-25.736196517944336,-5.053073406219482,-17.632251739501953,-7.918059349060059,-15.15891170501709,-12.352483749389648,-17.237363815307617,-7.785285949707031,-13.039021492004395,-17.936370849609375,0.26584658,0.09705007,0.3143077,0.08570179,0.21715891,0.03617534,7.5716343,3285.2551,0.1680172,0.0039275982,1514.1569584732365,551885.8806783353,2140.9924737137476,222436.56782445047,27.189812149512075,69.14006393965367,3451.7991068191704,4234008.140881984,blues.00038.wav,blues
-301.7080383300781,111.53327941894531,21.896053314208984,16.150569915771484,8.198789596557617,22.08191680908203,-8.601798057556152,1.4827529191970825,-17.0777587890625,-8.343711853027344,-17.010778427124023,-10.576026916503906,-15.687028884887695,-12.60683536529541,-12.262772560119629,-14.563125610351562,-10.112008094787598,-5.7920379638671875,-7.775544166564941,-7.187528610229492,0.2553486,0.097140804,0.2467976,0.08199196,0.19292317,0.04611398,2.3564844,753.61993,0.08582264,0.002629058,1151.3104954192079,514648.4757531796,1709.532096870437,330245.41756701615,26.35746199542535,64.7445880454463,2312.1797282845127,3920015.4124071943,blues.00039.wav,blues
-110.2850341796875,90.71587371826172,-2.5352983474731445,74.06490325927734,-11.763082504272461,39.21094512939453,-13.171311378479004,20.54419708251953,-17.162982940673828,12.813971519470215,-21.43714714050293,5.957196235656738,-8.02690601348877,4.240609169006348,-16.484731674194336,6.549281120300293,-5.695810317993164,-3.6384899616241455,-4.8583664894104,1.8528223037719727,0.39795133,0.080495425,0.59748584,0.04262426,0.27776387,0.0061805556,4.08664,337.8706,0.13481365,0.0007786061,2272.4696395362157,202331.76050968093,2356.7258988358053,50235.65550967891,21.295587602578998,84.16519481096726,5108.157072487674,581335.9337940421,blues.00040.wav,blues
-107.20325469970703,88.49288940429688,-4.171899795532227,55.477848052978516,-8.017714500427246,38.413597106933594,-6.413660526275635,28.57575035095215,-19.8199405670166,13.244699478149414,-19.248565673828125,12.076122283935547,-4.582266807556152,3.7842400074005127,-16.98895263671875,11.621646881103516,-7.361444473266602,-3.665252685546875,-7.176823616027832,1.9731814861297607,0.38697547,0.085450016,0.477717,0.054959472,0.26837558,0.011307888,3.7812119,307.74066,0.12910546,0.0008729451,2390.4218131952507,306586.90917778114,2463.3092400725595,80090.45549005378,21.787455841777383,87.32920495782805,5403.593285509716,953517.3210271882,blues.00041.wav,blues
